ID,month,sku_hash,product_type,product_gender,macro_function,function,sub_function,model,aesthetic_sub_line,macro_material,color,fr_FR_price,en_US_description,target
02c209505c2a2ba080a78295b4e3a3436bdda291_1,1,02c209505c2a2ba080a78295b4e3a3436bdda291,Accessories,Women,TEXTILES,BANDEAU,BANDEAU,BANDEAU DREAMONOGRAM,SANS LIGNE ESTHETIQUE,TEXTILE,,135.0,"This chic silk bandeau is printed with an abstract design created from a combination of classic and modern Louis Vuitton motifs, including stripes, chains and locks, while its reverse side features the iconic Monogram pattern.",536.0
b608a9e3aabeb1f9bb023f7a552b328e73d3d33f_1,1,b608a9e3aabeb1f9bb023f7a552b328e73d3d33f,Leather Goods,Women,LG ACCESSORIES,SMALL LEATHER GOODS,WALLET ON CHAIN,POCHETTE FELICIE,MONOGRAM,CANVAS,MONOGRAM,900.0,"With its two removable interior pockets, the elegant Pochette Felicie in Monogram canvas is the stylish solution to carry and organize your daily essentials. Much more than a wallet, it can be transformed into a glamorous shoulder bag or clutch thanks to its removable golden chain. Composed of Monogram flowers, LV rivets and the golden V signature, the lovely bird character adorning the pouch highlights Louis Vuitton’s tradition of craftsmanship.",282.0
a2135208e0abc6a849b10f75815690bab954a7ae_1,1,a2135208e0abc6a849b10f75815690bab954a7ae,Leather Goods,Women,CITY BAGS,DAILY BAGS,CROSS SHOULDER BAGS,POCHETTE METIS,MONOGRAM EMPREINTE,LEATHER,NOIR,1650.0,"Elegance is personified in the petite shape of the Pochette Métis. Made of supple Monogram empreinte leather, its compact dimensions open up to reveal many useful pockets and compartments.",2307.0
2364345a6eaba848c98805189f729c654adb678a_1,1,2364345a6eaba848c98805189f729c654adb678a,Leather Goods,Women,TRAVEL,TRAVEL ACCESSORIES,TOILET KITS,NICE,MONOGRAM,CANVAS,MONOGRAM,610.0,"Small is beautiful. Inspired by our iconic Nice vanity case, this elegant toiletries bag is the stylish way to carry your beauty essentials. There’s a hidden zipped pocket under the flap for your most precious items.",330.0
b5a27ddd78651223c817b8c7362961bf44ddafd9_1,1,b5a27ddd78651223c817b8c7362961bf44ddafd9,Leather Goods,Women,LG ACCESSORIES,SMALL LEATHER GOODS,LONG WALLETS,PF.PONT NEUF,MONOGRAM EMPREINTE,LEATHER,NOIR,700.0,"Modern and ultra feminine, the Pont-Neuf long wallet is exceptionally well thought-out: a flat zipped front pocket that maximizes interior space and gives it a slimmer feel. Slender but optimized, it can even hold a smartphone.",349.0
02abae10ef5fc8e52fb98c9071196f07d2a0fa59_1,1,02abae10ef5fc8e52fb98c9071196f07d2a0fa59,Leather Goods,Women,CITY BAGS,CLUTCHES,CLUTCHES BAGS,LORETTE,MONOGRAM,CANVAS,MONOGRAM,1000.0,"The Lorette embodies Louis Vuitton’s tradition of “travelling with style”: it’s easy-to-carry, roomy, and iconic. The handbag comes with a two-colored strap.",1857.0
0db61d50afe2854131ad3619b672696a24239242_1,1,0db61d50afe2854131ad3619b672696a24239242,Leather Goods,Men,LG ACCESSORIES,LEASURE,TECHNICAL CASES,IPHONE FOLIO,TAIGA,LEATHER,ARDOISE,260.0,"Crafted in Taïga leather, the iPhone 7 Plus Folio is both innovative and elegant. The functional adhesive surface, naturally integrated into its slim shape, perfectly holds the device and protects it from the bumps and knocks of modern life.",283.0
bb4a6642b6789ea74c159990e812a9bd8d73dc5b_1,1,bb4a6642b6789ea74c159990e812a9bd8d73dc5b,Accessories,Men,TIES,POCKET SQUARES,POCKET SQUARES,POCHETTE CONFETTIS,SANS LIGNE ESTHETIQUE,TEXTILE,,105.0,"Understated but edgy, this graphic printed design has a modern and fashionable feel. Available in vibrant light blue and easy-going navy, it will match any look.",58.0
5e632c88e37992f65786f143b6253bab2f3a50f9_1,1,5e632c88e37992f65786f143b6253bab2f3a50f9,Leather Goods,Women,CITY BAGS,DAILY BAGS,SHOULDER BAGS,LOCKME CABAS,LOCKME,LEATHER,ROSE POUDRE CREME,1920.0,"Stylish, spacious and lightweight, the Lockme Cabas tote in soft calf leather is given a fresh, summery twist with gradated perforations in the shape of Louis Vuitton's Monogram flowers.",217.0
63165d986d907bf16ee7176a7c4ea3adddd5b056_1,1,63165d986d907bf16ee7176a7c4ea3adddd5b056,Leather Goods,Women,CITY BAGS,DAILY BAGS,CROSS SHOULDER BAGS,TWIST,EPI,LEATHER,ROSE BEIGE,2700.0,"This exotic take on the iconic Epi leather brings a dash of colour to the fashionable Twist bag. Inspired by colourful and rich Brazilian landscapes, this limited edition is made of printed and embossed Epi leather with dense and vivid colours, demonstrating Louis Vuitton's leather working craftsmanship.",118.0
36e566bcfa03c07ae2c8a1fd0a87ef07e04c3e77_1,1,36e566bcfa03c07ae2c8a1fd0a87ef07e04c3e77,Accessories,Women,FASHION JEWELRY,EARRINGS,FJ PENDANTS,EARRINGS LOCK ME,SANS LIGNE ESTHETIQUE,NON PRECIOUS METAL,,395.0,"On these must-have earrings, the iconic padlock motif from our historic trunks is reinvented as a feminine charm in homage to the Maison's travel universe. Their innovative closing system allows a perfect fitting. ",128.0
f555382d006bd5baf41ad5935c64ca32a2a2c559_1,1,f555382d006bd5baf41ad5935c64ca32a2a2c559,Accessories,Men,BELTS,ASSEMBLED BELTS,30-35 MM BELTS,CEINT SLENDER REV,TAIGA,LEATHER,,485.0,"Slim and chic, the reversible Slender 35mm belt in Taiga leather comes in two timeless and versatile color combinations. The ideal accessory for business suits, it features a finely crafted ardillon buckle in palladium-finished brass.",144.0
ebd349ac36618174ce8e03d9be77c8146da9f719_1,1,ebd349ac36618174ce8e03d9be77c8146da9f719,Leather Goods,Women,LG ACCESSORIES,SMALL LEATHER GOODS,LONG WALLETS,ZIPPY WALLET,MONOGRAM,CANVAS,MONOGRAM,595.0,"The practical and casual Zippy gets a touch of feminine embellishment thanks to the canvas and leather tassel. By livening up the zip pull with a zest of French style, a classic wallet becomes surprisingly fashionable",217.0
19b34e6ab4d8e679874742ef360e35ad00286351_1,1,19b34e6ab4d8e679874742ef360e35ad00286351,Leather Goods,Women,CITY BAGS,DAILY BAGS,HANDBAGS,CITY STEAMER,AUTRES CUIRS,LEATHER,NAVY,3200.0,"Inspired by the lace prints seen at the Spring/Summer ’17 show, this City Streamer MM’s smooth leather has been embossed and printed for a visually striking effect that highlights Louis Vuitton’s leather expertise. The pattern delicately incorporates the emblematic Monogram flower motif and the LV circle.",102.0
3332ca99622ffb0751f1b55bd4f397c3d3e9980b_1,1,3332ca99622ffb0751f1b55bd4f397c3d3e9980b,Accessories,Women,EYEWEAR,SUNGLASSES,ACETATE SUNGLASSES,MY FAIR LADY,SANS LIGNE ESTHETIQUE,ACETATE,,350.0,A must-have feminine style with a wow effect thanks to the striking cat eye shape and intricate facet work on the front. The large temples display an oversize Essential V motif - a tribute to Nicolas Ghesquière's first show for Louis Vuitton. Iconic studs evoke the Maisonês historic trunks.,205.0
8738782050a92ed21a55e3d09ed5c85cace7eaa5_1,1,8738782050a92ed21a55e3d09ed5c85cace7eaa5,Accessories,Men,FASHION JEWELRY,BRACELETS,LG BRACELETS,BRACELET ARCHIVE,AUTRES CUIRS,LEATHER,,170.0,"Available in two natural colors, this jewel-like bracelet in calf leather features a locking system inspired by the handles of the Maison's legendary trunk. Casual and chic, its metallic piece is engraved with a discrete Louis Vuitton signature.",124.0
9a384df44586bc3760d3f66d3b112d6de8d6aa1b_1,1,9a384df44586bc3760d3f66d3b112d6de8d6aa1b,Accessories,Men,TEXTILES,SCARVES,WINTER SCARVES,ECHARPE MONOGRAM CLASSIC,SANS LIGNE ESTHETIQUE,TEXTILE,,280.0,"An essential addition to any wardrobe, this elegant wool scarf is discreetly woven with Louis Vuitton's iconic Monogram pattern. Finished with fringes, it is warm on one side and soft and silky on the other.",1586.0
fb47701188cf652759f7190bd90b71213800b407_1,1,fb47701188cf652759f7190bd90b71213800b407,Accessories,Women,FASHION JEWELRY,EARRINGS,FJ STUDS,BO PUCES COLOURGRAM,SANS LIGNE ESTHETIQUE,NON PRECIOUS METAL,,325.0,"With their summery pink shades and golden finish, these graphic earrings offer a subtle play on colors. The iconic Monogram Flower is reinterpreted in feminine cabochons, with small golden Vs enriching the design.",103.0
990b4702591835b5262293f3f6686a5c1d1559bf_1,1,990b4702591835b5262293f3f6686a5c1d1559bf,Leather Goods,Women,CITY BAGS,DAILY BAGS,HANDBAGS,VERY TOTE,VERY,LEATHER,MASTIC RAISIN,2350.0,"Get the statutory & desirable attitude with the Very Tote Bag. Supple slender handles provide a modern look and carrying comfort while the V signature and the beautiful nods give it a rich, bright feel. The cleverly organized interior has 2 large compartments as well as a zipped pocket?for your valuables.",83.0
60f388e2cc4f21889327c978aed355413bebdad8_1,1,60f388e2cc4f21889327c978aed355413bebdad8,Leather Goods,Women,LG ACCESSORIES,SMALL LEATHER GOODS,WALLET ON CHAIN,PF.TWIST CHAIN,EPI,LEATHER,VERT ROSE,1250.0,"Stylish and versatile, the Twist Chain Wallet can be carried like a clutch or over the shoulder thanks to its eye-catching silver chain. This bold design printed on the patent Epi leather, inspired by Brazil's dense landscapes, brings a touch of color and fun.",150.0
4d8f43fd25d36dc18f64f6fc540a15dd7c3606f3_1,1,4d8f43fd25d36dc18f64f6fc540a15dd7c3606f3,Accessories,Men,TIES,POCKET SQUARES,POCKET SQUARES,POCHETTE MNG DOTS,SANS LIGNE ESTHETIQUE,TEXTILE,,105.0,"Coordinating with the Monogram Dots tie, this silk pocket square features a pattern of tiny dots on a discreet Monogram jacquard background.",152.0
1074260f8df4b4d828cf4e29e403aef2b0115410_1,1,1074260f8df4b4d828cf4e29e403aef2b0115410,Accessories,Men,TIES,TIES,LV LOGO TIES,CRAVATE MNG RAIN,SANS LIGNE ESTHETIQUE,TEXTILE,,150.0,"This elegant tie is woven with a tone-on-tone Monogram pattern, creating a subtle textured effect that makes it ideal for business wear.",153.0
0c3ac12d12406a9eacc27a32f3888f871a0b959c_1,1,0c3ac12d12406a9eacc27a32f3888f871a0b959c,Accessories,Men,BELTS,ASSEMBLED BELTS,40 MM BELTS,CEINT REVERSO REV,MONOGRAM OTHER,CANVAS,,435.0,"Featuring the new Monogram Savane canvas with unique Chapman's Animal, this versatile piece offers two belts in one. The iconic Reverso buckle completes this collector model for fashion and relax look.",283.0
c25fc536cfbdcfded271e679fbc401d0e3a79e8e_1,1,c25fc536cfbdcfded271e679fbc401d0e3a79e8e,Leather Goods,Women,CITY BAGS,EVENING BAGS,EVENING BAGS,PETITE MALLE,AUTRES CUIRS,LEATHER,NAVY,3900.0,"Inspired by the lace prints seen at the Spring/Summer ’17 show, this Petite Malle’s smooth calfskin has been embossed and printed with a delicate pattern of Monogram flowers and LV circles for a visually striking effect that highlights Louis Vuitton’s leather expertise. ",64.0
1b1e77245018a02fcfe24b520c5a6238c579b88b_1,1,1b1e77245018a02fcfe24b520c5a6238c579b88b,Leather Goods,Women,LG ACCESSORIES,SMALL LEATHER GOODS,LONG WALLETS,PF.TWIST,MONOGRAM,CANVAS,MONOGRAM,950.0,"Inspired by Kansaï Yamamoto, Nicolas Ghesquière brings Kabuki stickers to this Twist Wallet in Monogram canvas. True to the Twist signature, it is accessorized with the playful  turn-lock, featuring an L that transforms into a V with a twist of the fingers.",224.0
0ff7f79c4c4c18678e459fd74ee683f45721fb9b_1,1,0ff7f79c4c4c18678e459fd74ee683f45721fb9b,Leather Goods,Women,LG ACCESSORIES,OPTIONAL ACCESSORIES,OPTIONAL STRAPS,BANDOULIERE,EPI,LEATHER,NOIR,450.0,"This classic Louis Vuitton bandoulière strap has been reinterpreted with contrasting scalloped edges. The cut follows the contour of the flowers, creating a psychedelic design. Now for the first time in 70 cm, it’s the perfect length for a shoulder carry. ",137.0
2266d483f894613d2417c286a112d8d09ee63df8_1,1,2266d483f894613d2417c286a112d8d09ee63df8,Accessories,Women,FASHION JEWELRY,BRACELETS,LG BRACELETS,BRACELET LV CONFIDENTIAL,MONOGRAM,CANVAS,,170.0,"With its single loop of iconic Monogram canvas, this bracelet is signed with a delicately engraved Monogram pattern on the closing system. A perfect match for any outfit, it can be worn together with other bracelets to make a strong fashion statement.",515.0
0a70b38b11a757c270c3abeeb742097288c5a18c_1,1,0a70b38b11a757c270c3abeeb742097288c5a18c,Accessories,Women,FANCY ACCESSORIES,KEY HOLDERS,FANCY KEY HOLDERS,PTE CLES COLORLINE,SANS LIGNE ESTHETIQUE,NON PRECIOUS METAL,,275.0,"This feminine bag charm reinterprets the Maison's Monogram Flowers and the LV Initials signature in a light and colorful spirit. It is the perfect companion to any bag, and can be used both as a bag charm or a key holder. ",694.0
6eb5f5d653f0ce7ddb59d7deb62a84551b8686f4_1,1,6eb5f5d653f0ce7ddb59d7deb62a84551b8686f4,Accessories,Women,TEXTILES,SHAWLS,SHAWLS,CHALE MONOGRAM RAINBOW,SANS LIGNE ESTHETIQUE,TEXTILE,,480.0,"Yarns of different colours are weaved together to reproduce multicolour Monogram on this signature shawl. Joyful, generous and enveloping, the Monogram Rainbow shawl is perfect to pep-up any winter look.",216.0
8105d4c47ba4605d906a8a53f5d858e194bf2e77_1,1,8105d4c47ba4605d906a8a53f5d858e194bf2e77,Leather Goods,Women,LG ACCESSORIES,SMALL LEATHER GOODS,WALLET ON CHAIN,PF.TWIST CHAIN,EPI,LEATHER,BLEUET,1250.0,"Eye-catchingly bold, the pink leather flamingo embroided on embossed leather that adorns this Twist Chain Wallet brings a fashion forward touch to a classic piece. As versatile as it is stylish, its practical silver chain allows different carrying option such as hand carry, cross-body carry or shoulder carry.",114.0
b09bf0b99eb7a4c51e4a73e3749f6aa78fbbe318_1,1,b09bf0b99eb7a4c51e4a73e3749f6aa78fbbe318,Leather Goods,Women,LG ACCESSORIES,SMALL LEATHER GOODS,LONG WALLETS,PF.CAPUCINES LONG,CAPUCINES,LEATHER,GROSEILLE,1050.0,"Matching the emblematic Capucines bag, this statement wallet is given a feminine twist by refined scalloped edging inspired by couture lace, which also recalls the petals of Louis Vuitton's Monogram flowers. Its sleek design is large enough to hold all everyday essentials.",92.0
087031d1dc424e90e4c6c5231d1c80fe036482c1_1,1,087031d1dc424e90e4c6c5231d1c80fe036482c1,Accessories,Men,TIES,TIES,LV LOGO TIES,CRAVATE MONOGRAM LINES,SANS LIGNE ESTHETIQUE,TEXTILE,,150.0,This classic business tie subtly references Louis Vuitton's iconic Monogram pattern with discreet Monogram motifs printed in lines within the stripes.,135.0
b0aee3f87163917478296dc9159ec9547f81b2cc_1,1,b0aee3f87163917478296dc9159ec9547f81b2cc,Accessories,Men,BELTS,ASSEMBLED BELTS,40 MM BELTS,CEINT LV PYRAMIDE REV,AUTRES CUIRS,LEATHER,,435.0,"Our iconic LV Pyramide buckle is reinvented on this graphic belt, which pairs it with the Maison's Monogram Illusion signature in timeless black or a pop blue. Fully reversible, it is a casual model with a modern twist.",244.0
da1549af83c813e5b53a4e4c0d588fa0099e3d3d_1,1,da1549af83c813e5b53a4e4c0d588fa0099e3d3d,Leather Goods,Men,LG ACCESSORIES,SMALL LEATHER GOODS,COMPACT WALLETS,PF.MULTIPLE,TAIGA,LEATHER,NEVA,405.0,"The Multiple wallet in Taiga leather is ideal for holding credit cards, bills and receipts.",163.0
0ca9ae96a7b7bf50b29e184cb33221c2b44024c6_1,1,0ca9ae96a7b7bf50b29e184cb33221c2b44024c6,Leather Goods,Women,CITY BAGS,DAILY BAGS,CROSS SHOULDER BAGS,TUILERIES BESACE,MONOGRAM,CANVAS,MONOGRAM,1580.0,"The Tuileries Besace mixes Monogram canvas with tricolor leather accents for a bold, fashion-forward look. Easy-chic every day bag, the Besace may be carried by hand, on the shoulder or cross-body, thanks to a removable strap.",748.0
cce88964dc4423833778ab9d51cfcfd1f2d5ac8d_1,1,cce88964dc4423833778ab9d51cfcfd1f2d5ac8d,Accessories,Women,TEXTILES,SHAWLS,SHAWLS,CHALE MNG LIGHT DAMIER PATCHW.,SANS LIGNE ESTHETIQUE,TEXTILE,,550.0,"The Patchwork Waves pattern made a splash at the Cruise 18 show, appearing on ready-to-wear, shoes and leather goods. Here it’s combined with Damier Azur printed background to add an ultra-trendy twist to the season’s silhouettes.  ",176.0
7ca727c6e7be171a5c31ad075df6dedfc35c0944_1,1,7ca727c6e7be171a5c31ad075df6dedfc35c0944,Accessories,Women,FASHION JEWELRY,BRACELETS,FANCY BRACELETS,BRAC.SOUP.COLOURGRAM,SANS LIGNE ESTHETIQUE,NON PRECIOUS METAL,,395.0,"Reinterpreting the Monogram flowers in feminine crystal-glass stones, this supple bracelet is an easy piece to mix-and-match and accumulate. Feminine cabochons provide a subtle play of summery colors alongside the glitter of gold. ",90.0
9c50dc8e7da1a7a33b7cbd6287c6940921790407_1,1,9c50dc8e7da1a7a33b7cbd6287c6940921790407,Accessories,Men,FASHION JEWELRY,BRACELETS,LG BRACELETS,BRACELET PULL IT REV,DAMIER GRAPHITE,CANVAS,,300.0,"The reversible Pull It bracelet delivers double style points with its combination of Damier canvas and colored calf leather. The clasp is fashioned of palladium-finished brass, engraved with Damier checks and the “Louis Vuitton Paris” signature.  ",110.0
caa5e7a78a0ed4e0920f7f442546a7687302d1c1_1,1,caa5e7a78a0ed4e0920f7f442546a7687302d1c1,Accessories,Women,TEXTILES,SQUARES,90 CM SQUARES,CARRE GEANT SHADOW MONOGRAM,SANS LIGNE ESTHETIQUE,TEXTILE,,460.0,"Woven with the Monogram pattern in a subtly contrasting shade to create an intriguing ""shadow"" effect, this giant silk square will bring a modern, feminine touch to any look.",441.0
261f698e6b99bb6bbf0e2e82dd8513b37fcae871_1,1,261f698e6b99bb6bbf0e2e82dd8513b37fcae871,Leather Goods,Women,LG ACCESSORIES,SMALL LEATHER GOODS,NANO BAGS,NANO NOE,DAMIER AZUR,CANVAS,AZUR,750.0,"The Nano Noe, miniature version of the iconic Noe bag, is given a fresh and feminine feel for summer in Damier Azur canvas overlaid with a splashy Monogram print adapted from the Louis Vuitton archives.",294.0
c6096c15ba11d3d4fd99a1b5dce52fc4baac7106_1,1,c6096c15ba11d3d4fd99a1b5dce52fc4baac7106,Accessories,Women,EYEWEAR,SUNGLASSES,METAL SUNGLASSES,NUIT BLANCHE,SANS LIGNE ESTHETIQUE,NON PRECIOUS METAL,,400.0,"Evoking the majestic feel of Paris by night, this futuristic design features a detached, cat-eye-shaped ''eyebrow'' above the round lenses for an edgy look. This shape is a perfect match for oval and square face types.",55.0
eaf38e85cdc8c22050aaec47f2cd056d0389f618_1,1,eaf38e85cdc8c22050aaec47f2cd056d0389f618,Leather Goods,Women,CITY BAGS,DAILY BAGS,HANDBAGS,VANEAU,EPI,LEATHER,KAKI NOIR COQUELICOT,1980.0,"The new Vaneau combines richly iconic Epi leather with Cuir Ecume leather. Sleek and modern yet refined, it is an ideal match for busy lifestyles: perfectly sized, incredibly light, with a well-organized interior, top handles and a shoulder strap for multiple carry options.",59.0
70a53ac22cd1dd79d28eeefdf07f5587c0bde068_1,1,70a53ac22cd1dd79d28eeefdf07f5587c0bde068,Leather Goods,Men,LG ACCESSORIES,LEASURE,TECHNICAL CASES,EYE TRUNK,MONOGRAM OTHER,CANVAS,RED,920.0,"Providing stylish protection, this Eye-Trunk for iPhone 7+ in Monogram Rouge canvas is a stunning tribute to our legacy as trunk makers. Designed in collaboration with iconic NYC skate brand Supreme, it’s sure to become the new must-have iPhone accessory.",278.0
f757061614e1e72503c8e106b42ad4cef841fd7d_1,1,f757061614e1e72503c8e106b42ad4cef841fd7d,Leather Goods,Men,CITY BAGS,DAILY BAGS,BACKPACKS,DISCOVERY BACKPACK,MONOGRAM ECLIPSE,CANVAS,ECLIPSE,1490.0,"Perfect for those who want a casual yet sophisticated bag, the Discovery Backpack in supple Monogram Eclipse coated canvas delivers both style and versatility. It boasts distinctive details like an ultra-comfortable leather strap and a front pocket with a magnetic closure.",943.0
8420439108ab420ded20199b3505b30593c60d4a_1,1,8420439108ab420ded20199b3505b30593c60d4a,Leather Goods,Women,LG ACCESSORIES,SMALL LEATHER GOODS,KEY CASES,POCHETTE CLEFS,MONOGRAM EMPREINTE,LEATHER,MARINE ROUGE,300.0,"In exquisite Monogram Empreinte leather, the key pouch holds change and keys and fits perfectly into a bag or pocket.",383.0
feb62e29f41621b06226be01fb6f7a68d5e1c779_1,1,feb62e29f41621b06226be01fb6f7a68d5e1c779,Accessories,Women,EYEWEAR,SUNGLASSES,METAL SUNGLASSES,THE PARTY,SANS LIGNE ESTHETIQUE,NON PRECIOUS METAL,,460.0,"Louis Vuitton's best-selling The Party aviator sunglasses are updated for the new season with fresh lens colors. Small metal studs echo the House’s iconic trunks, along with signatures at the temples and LV Circle logos on the lenses and at the tips. Metal temples with rubber tips and integrated flex hinges create a comfortable fit.",324.0
622caf01c2d85151d86736a0ff5673e658b4bf45_1,1,622caf01c2d85151d86736a0ff5673e658b4bf45,Leather Goods,Women,LG ACCESSORIES,LEASURE,TECHNICAL CASES,IPHONE FOLIO,MONOGRAM,CANVAS,MONOGRAM,235.0,"In iconic Monogram canvas with a brightly colored lining inspired by the covers of Louis Vuitton City Guides, the iPhone 7 Plus Folio is as innovative as it is elegant. The functional adhesive surface, naturally integrated into its slim shape, holds the phone securely to protect it from the bumps and knocks of modern life",875.0
14ea131383c712737f8f0d82bd5e96e4907f879f_1,1,14ea131383c712737f8f0d82bd5e96e4907f879f,Leather Goods,Women,CITY BAGS,EVENING BAGS,EVENING BAGS,POCHETTE LOUISE,VERNIS LISSE,LEATHER,NOIR,1230.0,"Glossy, cute and girly, the smallest Chain Louise blends iconic elegance with ultra-feminine charm. Additional functionality and versatility thanks to a delicate removable chain.",291.0
f910520b6f053fc56337ae5425613dbfec78926c_1,1,f910520b6f053fc56337ae5425613dbfec78926c,Leather Goods,Women,CITY BAGS,DAILY BAGS,CROSS SHOULDER BAGS,VERY CHAIN BAG,VERY,LEATHER,ARGENT,2450.0,"With its pure lines and sophisticated details, the Louis Vuitton Very Chain Bag in supple Cuir Plume and Cuir Ecume leathers is your new must-have bag. The delicate chain and crafted V signature provide glamour while the flap and lock closure keep your essentials safe inside. Very body friendly, thanks to its soft feel and very light weight. The silky & very transparent leather played in contrasted with a small grained version lets discretly appear the Monogram pattern",61.0
e3b2a409fa3ec06361898916842a148cefee5bd5_1,1,e3b2a409fa3ec06361898916842a148cefee5bd5,Leather Goods,Women,LG ACCESSORIES,SMALL LEATHER GOODS,LONG WALLETS,PF.SARAH,AUTRES TOILES,CANVAS,BLEU CIEL,1100.0,"The iconic Louis Vuitton canvas is the perfect blank page to express the uniqueness of this Masters Collection’s piece of art.  The timeless envelop shape of the Sarah wallet lay emphasis on the femininity and refinement through exclusive know how : gold Monogram serti, reflective metallic letters and colored trimmings. An exclusive leather lining embossed, printed and filled with gold tells you more about this unexpected collaboration.",59.0
435820051c7286191c15c8f429f5be41766ba78c_1,1,435820051c7286191c15c8f429f5be41766ba78c,Leather Goods,Women,CITY BAGS,EVENING BAGS,EVENING BAGS,LOVE NOTE,AUTRES CUIRS,LEATHER,ROUGE FUCHSIA,1380.0,"The ideal evening companion, the Soft clutch in sensual calf leather combines style and convenience. Its supple, body-friendly shape is enhanced by emblematic Louis Vuitton details: an LV turn-lock closure and removable nautical-inspired chain. ",84.0
e7822f9963644957d6d86e40cfdfe082a027aee7_1,1,e7822f9963644957d6d86e40cfdfe082a027aee7,Accessories,Women,FASHION JEWELRY,BRACELETS,FANCY BRACELETS,BRACELET LV & ME LOVE,SANS LIGNE ESTHETIQUE,NON PRECIOUS METAL,,295.0,"Supple and easy to wear, this playful bracelet extends the Maison's iconic alphabet motif to spell love. A perfect gift, the graphic composition offers a subtle reference to our LV initials signature.",86.0
e2b6500d60e27d3be23515cc287abbe027f71aca_1,1,e2b6500d60e27d3be23515cc287abbe027f71aca,Leather Goods,Men,CITY BAGS,DAILY BAGS,BACKPACKS,ANTON BACKPACK,TAIGA,LEATHER,ARDOISE,2290.0,"The elegant Anton backpack makes a polished impression in any professional setting. Fashioned of durable Taiga leather, it features impeccably crafted heritage details: note the top handle, subtle tone-on-tone signature tab, and metal zip pulls.",99.0
ad409366f607b54ba5746e312fd0f1c6db9a55ac_1,1,ad409366f607b54ba5746e312fd0f1c6db9a55ac,Accessories,Men,TEXTILES,SET HAT & GLOVES,HATS SETS,BONNET BOLD STAMPS,SANS LIGNE ESTHETIQUE,TEXTILE,,205.0,"This warm wool hat is knitted using an innovative technique to create a 3D effect. Its bold pattern was inspired by Louis Vuitton's Fall/Winter 2016 fashion show, which played with trunk stamp motifs taken from the House archives.",233.0
ea1df209614810e47a0fdb425da6b5830b122aea_1,1,ea1df209614810e47a0fdb425da6b5830b122aea,Accessories,Women,EYEWEAR,SUNGLASSES,METAL SUNGLASSES,BUMBLE BEE,SANS LIGNE ESTHETIQUE,NON PRECIOUS METAL,,395.0,"Slightly oversized for a trendy twist, this fashion forward model highlights our transversal Essential V signature. With its lightweight mix of materials, and thin metal temples, the cat-eye shape has a modern retro touch.",225.0
f6c559913c18eff8f3df69b492a48288e23d363a_1,1,f6c559913c18eff8f3df69b492a48288e23d363a,Leather Goods,Women,CITY BAGS,DAILY BAGS,CROSS SHOULDER BAGS,ALMA,EPI,LEATHER,SAFRAN,1170.0,"The charming Alma BB traces its pedigree to the original Art Deco icon, introduced in 1934. This miniature version easily holds keys, wallet, smartphone and lipstick. With a strap that adjusts the bag to waist or hip height, the Alma BB can be worn across the body for hands-free ease. This contemporary version of the iconic silhouette, crafted of Épi leather, comes in an array of bright, bracing colours.",76.0
3ffe1abb26e4ff1c7ae19a370c91222b4d1b2e52_1,1,3ffe1abb26e4ff1c7ae19a370c91222b4d1b2e52,Accessories,Men,FANCY ACCESSORIES,KEY HOLDERS,FANCY KEY HOLDERS,PTE CLES LV CHROMATIC,SANS LIGNE ESTHETIQUE,NON PRECIOUS METAL,,175.0,"Accented with sporty blue lacquer, this refined LV Initiales piece is crafted of polished palladium-finished brass. The key ring and snap hook are both meticulously engraved with the “Louis Vuitton” signature. A timelessly stylish item for gifting.  ",359.0
8631bb48e97f508cc5b0a0545902f243bd1c0af2_1,1,8631bb48e97f508cc5b0a0545902f243bd1c0af2,Leather Goods,Women,CITY BAGS,DAILY BAGS,HANDBAGS,VERY TOTE,VERY,LEATHER,RUBIS NOISETTE,2350.0,"Get the statutory & desirable attitude with the Very Tote Bag. Supple slender handles provide a modern look and carrying comfort while the V signature and the beautiful nods give it a rich, bright feel. The cleverly organized interior has 2 large compartments as well as a zipped pocket?for your valuables.",53.0
6fad097b04054c05bcb06564358944d9e3e80af9_1,1,6fad097b04054c05bcb06564358944d9e3e80af9,Accessories,Men,TEXTILES,SCARVES,LIGHT SCARVES,ECHARPE DAMIER LINES,SANS LIGNE ESTHETIQUE,TEXTILE,,310.0,"This stylish scarf interprets Louis Vuitton's iconic Damier pattern in a subtle, modern way through texture, pattern and colour. Its light, airy cotton knit makes it ideal for mid-season, while its discreet design complements both casual and business looks.",167.0
69f99fa2566b8b8f8e276384f01a5a75ebcba316_1,1,69f99fa2566b8b8f8e276384f01a5a75ebcba316,Leather Goods,Women,LG ACCESSORIES,SMALL LEATHER GOODS,LONG WALLETS,PF.PALLAS,MONOGRAM,CANVAS,MONOGRAM,775.0,"The elegant, envelope-style Pallas wallet in Monogram canvas is given a fresh, feminine feel by brightly colored leather trim. Louis Vuitton's emblematic S-lock guarantees security, while inside there is ample space for all everyday essentials.",281.0
f54920177e48d4d274234f72ab1c7058e00f696f_1,1,f54920177e48d4d274234f72ab1c7058e00f696f,Leather Goods,Women,CITY BAGS,DAILY BAGS,CROSS SHOULDER BAGS,CAPUCINES,CAPUCINES,LEATHER,NOIR,4800.0,"An incredible jewel, this Capucines BB evening bag is the sublime result of painstaking House craftsmanship. Each of the 1200 tone-on-tone beads is cut and painted by hand, then embroidered one by one onto black calf leather, to recreate the Paris skyline.",87.0
